"CoflowID","StartTime","EndTime","CoflowCompletionTime"
"117:Reducer12","2386.33","2386.42","0.09"
"117:Reducer5","2386.58","2386.81","0.23"
"117:Reducer6","2386.81","2390.46","3.65"
"117:Reducer7","2390.46","2394.11","3.65"
"118:Reducer9","2394.11","2394.12","0.01"
"118:Reducer2","2394.11","2394.12","0.01"
"118:Map11","2394.12","2394.12","0.0"
"118:Map4","2394.12","2394.37","0.25"
"118:Reducer12","2394.13","2394.19","0.06"
"118:Reducer5","2394.37","2394.72","0.35"
"118:Reducer6","2394.72","2397.46","2.74"
"118:Reducer7","2397.46","2401.11","3.65"
"119:Map1","2401.11","2401.25","0.14"
"119:Map6","2401.11","2401.32","0.21"
"119:Reducer7","2401.32","2401.53","0.21"
"119:Reducer2","2401.53","2401.64","0.11"
"120:Reducer2","2401.64","2401.64","0.0"
"121:Reducer6","2401.65","2401.82","0.17"
"121:Reducer2","2401.65","2402.62","0.97"
"121:Reducer3","2402.62","2402.9","0.28"
"121:Reducer4","2402.9","2405.04","2.14"
"122:Reducer2","2405.04","2423.79","18.75"
"122:Reducer3","2423.79","2430.9","7.11"
"122:Reducer4","2430.9","2434.64","3.74"
"122:Reducer5","2434.64","2435.29","0.65"
"123:Reducer14","2435.29","2435.29","0.0"
"123:Reducer7","2435.29","2435.3","0.01"
"123:Reducer2","2435.29","2435.3","0.01"
"123:Reducer8","2435.3","2435.3","0.0"
"123:Reducer3","2435.3","2435.31","0.01"
"123:Reducer15","2435.3","2435.31","0.01"
"123:Reducer9","2435.31","2436.25","0.94"
"123:Reducer16","2435.31","2441.23","5.92"
"123:Reducer10","2436.25","2437.99","1.74"
"123:Reducer17","2441.23","2446.56","5.33"
"123:Reducer4","2446.56","2447.42","0.86"
"124:Reducer7","2447.42","2447.43","0.01"
"124:Reducer2","2447.42","2447.43","0.01"
"124:Reducer14","2447.42","2447.44","0.02"
"124:Reducer3","2447.43","2447.44","0.01"
"124:Reducer8","2447.43","2447.44","0.01"
"124:Reducer15","2447.44","2447.45","0.01"
"124:Reducer9","2447.44","2448.38","0.94"
"124:Reducer16","2447.45","2454.87","7.42"
"124:Reducer10","2448.38","2450.24","1.86"
"124:Reducer17","2454.87","2458.87","4.0"
"124:Reducer4","2458.87","2459.73","0.86"
"125:Reducer2","2459.73","2463.51","3.78"
"125:Reducer3","2463.51","2465.69","2.18"
"125:Reducer4","2465.69","2466.54","0.85"
"125:Reducer5","2466.54","2467.06","0.52"
"126:Reducer2","2467.06","2554.8","87.74"
"126:Reducer3","2554.8","2554.8","0.0"
"126:Reducer4","2554.81","2562.63","7.82"
"126:Reducer5","2562.63","2562.94","0.31"
"127:Reducer2","2562.94","2563.02","0.08"
"127:Reducer8","2562.94","2563.13","0.19"
"127:Reducer3","2563.13","2563.25","0.12"
"127:Reducer4","2563.25","2563.37","0.12"
"127:Reducer5","2563.37","2563.38","0.01"
"128:Reducer2","2563.38","2569.92","6.54"
"128:Reducer3","2569.92","2572.43","2.51"
"128:Reducer4","2572.43","2573.32","0.89"
"128:Reducer5","2573.32","2573.32","0.0"
"129:Reducer2","2573.33","2577.11","3.78"
"129:Reducer3","2577.11","2579.29","2.18"
"129:Reducer4","2579.29","2579.67","0.38"
"129:Reducer5","2579.67","2580.19","0.52"
"130:Reducer9","2580.19","2580.2","0.01"
"130:Reducer2","2580.19","2580.2","0.01"
"130:Map11","2580.2","2580.24","0.04"
"130:Map4","2580.2","2580.48","0.28"
"130:Reducer12","2580.24","2580.3","0.06"
"130:Reducer5","2580.48","2580.83","0.35"
"130:Reducer6","2580.83","2586.3","5.47"
"130:Reducer7","2586.3","2591.77","5.47"
"131:Reducer2","2591.77","2591.77","0.0"
"131:Reducer8","2591.77","2591.98","0.21"
"131:Reducer3","2591.98","2592.22","0.24"
"131:Reducer4","2592.22","2592.3","0.08"
"131:Reducer5","2592.3","2592.31","0.01"
"132:Map2","2592.31","2592.93","0.62"
"132:Reducer3","2592.93","2593.24","0.31"
"132:Reducer4","2593.24","2593.24","0.0"
"132:Reducer5","2593.25","2593.84","0.59"
"133:Reducer2","2593.84","2596.93","3.09"
"133:Reducer3","2596.93","2612.38","15.45"
"133:Reducer4","2612.38","2621.73","9.35"
"133:Reducer5","2621.73","2621.74","0.01"
"133:Reducer6","2621.74","2621.88","0.14"
"133:Reducer7","2621.88","2622.22","0.34"
"133:Reducer8","2622.22","2623.23","1.01"
"133:Reducer9","2623.23","2623.24","0.01"
"134:Reducer2","2623.24","2627.19","3.95"
"134:Reducer3","2627.19","2629.99","2.8"
"135:Reducer8","2629.99","2631.77","1.78"
"135:Reducer2","2629.99","2636.68","6.69"
"135:Reducer9","2631.77","2633.79","2.02"
"135:Reducer3","2636.68","2643.59","6.91"
"135:Reducer4","2643.59","2643.83","0.24"
"135:Reducer5","2643.83","2644.31","0.48"
"136:Reducer6","2644.31","2644.31","0.0"
"136:Reducer2","2644.31","2645.0","0.69"
"136:Reducer3","2645.0","2645.4","0.4"
"136:Reducer4","2645.4","2646.83","1.43"
"137:Reducer8","2646.83","2646.99","0.16"
"137:Reducer2","2646.83","2649.08","2.25"
"137:Reducer3","2649.08","2649.32","0.24"
"137:Reducer4","2649.32","2649.44","0.12"
"137:Reducer5","2649.44","2649.44","0.0"
"138:Reducer9","2649.45","2649.46","0.01"
"138:Reducer2","2649.45","2649.47","0.02"
"138:Map11","2649.46","2649.5","0.04"
"138:Map4","2649.47","2649.88","0.41"
"138:Reducer12","2649.5","2649.59","0.09"
"138:Reducer5","2649.88","2649.88","0.0"
"138:Reducer6","2649.89","2653.54","3.65"
"138:Reducer7","2653.54","2657.19","3.65"
"139:Map2","2657.19","2657.81","0.62"
"139:Reducer3","2657.81","2658.12","0.31"
"139:Reducer4","2658.12","2658.12","0.0"
"139:Reducer5","2658.13","2658.72","0.59"
"140:Map1","2658.72","2658.72","0.0"
"140:Map6","2658.72","2658.86","0.14"
"140:Reducer7","2658.86","2659.07","0.21"
"140:Reducer2","2659.07","2659.18","0.11"
"141:Reducer7","2659.18","2659.18","0.0"
"141:Reducer14","2659.18","2659.19","0.01"
"141:Reducer2","2659.18","2659.2","0.02"
"141:Reducer15","2659.19","2659.2","0.01"
"141:Reducer8","2659.19","2659.21","0.02"
"141:Reducer3","2659.2","2659.21","0.01"
"141:Reducer16","2659.2","2665.13","5.93"
"141:Reducer9","2659.21","2660.98","1.77"
"141:Reducer10","2660.98","2662.72","1.74"
"141:Reducer17","2665.13","2671.13","6.0"
"141:Reducer4","2671.13","2671.79","0.66"
"142:Reducer2","2671.79","2671.8","0.01"
"142:Reducer3","2671.8","2672.09","0.29"
"142:Reducer4","2672.09","2681.91","9.82"
"142:Reducer5","2681.91","2691.75","9.84"
"142:Reducer6","2691.75","2691.78","0.03"
"143:Reducer2","2691.78","2691.79","0.01"
"143:Reducer14","2691.78","2691.8","0.02"
"143:Reducer7","2691.78","2691.8","0.02"
"143:Reducer3","2691.79","2691.81","0.02"
"143:Reducer15","2691.8","2691.8","0.0"
"143:Reducer8","2691.8","2691.81","0.01"
"143:Reducer9","2691.81","2692.99","1.18"
"143:Reducer16","2691.81","2699.31","7.5"
"143:Reducer10","2692.99","2694.15","1.16"
"143:Reducer17","2699.31","2705.31","6.0"
"143:Reducer4","2705.31","2705.93","0.62"
"144:Reducer2","2705.93","2708.94","3.01"
"144:Reducer3","2708.94","2715.36","6.42"
"144:Reducer4","2715.36","2724.71","9.35"
"144:Reducer5","2724.71","2724.71","0.0"
"144:Reducer6","2724.72","2724.81","0.09"
"144:Reducer7","2724.81","2725.24","0.43"
"144:Reducer8","2725.24","2726.25","1.01"
"144:Reducer9","2726.25","2726.26","0.01"
"145:Reducer2","2726.26","2730.04","3.78"
"145:Reducer3","2730.04","2730.71","0.67"
"145:Reducer4","2730.71","2731.6","0.89"
"145:Reducer5","2731.6","2732.12","0.52"
"146:Map1","2732.12","2732.12","0.0"
"146:Reducer2","2732.13","2754.79","22.66"
"146:Reducer3","2754.79","2786.35","31.56"
"146:Reducer4","2786.35","2818.47","32.12"
"147:Reducer2","2818.47","2860.32","41.85"
"147:Reducer3","2860.32","2860.35","0.03"
"147:Reducer4","2860.35","2860.41","0.06"
"147:Reducer5","2860.41","2860.41","0.0"
"147:Reducer6","2860.42","2860.46","0.04"
"148:Map1","2860.46","2860.46","0.0"
"148:Reducer2","2860.47","2860.47","0.0"
"148:Reducer3","2860.48","2907.82","47.34"
"148:Reducer4","2907.82","2939.94","32.12"
"149:Reducer2","2939.94","2945.59","5.65"
"149:Reducer3","2945.59","2949.79","4.2"
"150:Map1","2949.79","2957.24","7.45"
"150:Reducer2","2957.24","2979.9","22.66"
"150:Reducer3","2979.9","3027.24","47.34"
"150:Reducer4","3027.24","3059.36","32.12"
"151:Reducer2","3059.36","3065.01","5.65"
"151:Reducer3","3065.01","3067.81","2.8"
"152:Map1","3067.81","3075.26","7.45"
"152:Reducer2","3075.26","3097.92","22.66"
"152:Reducer3","3097.92","3097.92","0.0"
"152:Reducer4","3097.93","3097.93","0.0"
"153:Reducer8","3097.94","3098.13","0.19"
"153:Reducer2","3097.94","3100.23","2.29"
"153:Reducer3","3100.23","3100.42","0.19"
"153:Reducer4","3100.42","3100.42","0.0"
"153:Reducer5","3100.43","3100.44","0.01"
"154:Reducer2","3100.44","3100.45","0.01"
"154:Reducer9","3100.44","3100.46","0.02"
"154:Map4","3100.45","3100.76","0.31"
"154:Map11","3100.46","3100.5","0.04"
"154:Reducer12","3100.5","3100.59","0.09"
"154:Reducer5","3100.76","3100.76","0.0"
"154:Reducer6","3100.77","3106.24","5.47"
"154:Reducer7","3106.24","3111.71","5.47"
"155:Map1","3111.71","3119.16","7.45"
"155:Reducer2","3119.16","3119.16","0.0"
"155:Reducer3","3119.17","3166.51","47.34"
"155:Reducer4","3166.51","3198.63","32.12"
"156:Reducer8","3198.63","3200.83","2.2"
"156:Reducer2","3198.63","3208.99","10.36"
"156:Reducer9","3200.83","3202.35","1.52"
"156:Reducer3","3208.99","3219.35","10.36"
"156:Reducer4","3219.35","3219.59","0.24"
"156:Reducer5","3219.59","3219.59","0.0"
"157:Reducer2","3219.6","3223.38","3.78"
"157:Reducer3","3223.38","3226.22","2.84"
"157:Reducer4","3226.22","3227.49","1.27"
"157:Reducer5","3227.49","3228.26","0.77"
"158:Reducer9","3228.26","3228.27","0.01"
"158:Reducer2","3228.26","3228.28","0.02"
"158:Map11","3228.27","3228.32","0.05"
"158:Map4","3228.28","3228.53","0.25"
"158:Reducer12","3228.32","3228.32","0.0"
"158:Reducer5","3228.53","3228.88","0.35"
"158:Reducer6","3228.88","3232.53","3.65"
"158:Reducer7","3232.53","3232.53","0.0"
"159:Reducer2","3232.54","3274.39","41.85"
"159:Reducer3","3274.39","3286.33","11.94"
"159:Reducer4","3286.33","3286.37","0.04"
"159:Reducer5","3286.37","3286.37","0.0"
"159:Reducer6","3286.38","3286.42","0.04"
"160:Reducer14","3286.42","3286.43","0.01"
"160:Reducer7","3286.42","3286.43","0.01"
"160:Reducer2","3286.42","3286.44","0.02"
"160:Reducer8","3286.43","3286.44","0.01"
"160:Reducer15","3286.43","3286.44","0.01"
"160:Reducer3","3286.44","3286.44","0.0"
"160:Reducer9","3286.44","3287.38","0.94"
"160:Reducer16","3286.44","3294.25","7.81"
"160:Reducer10","3287.38","3289.24","1.86"
"160:Reducer17","3294.25","3300.25","6.0"
"160:Reducer4","3300.25","3300.8","0.55"
"161:Reducer6","3300.8","3300.97","0.17"
"161:Reducer2","3300.8","3301.79","0.99"
"161:Reducer3","3301.79","3302.31","0.52"
"161:Reducer4","3302.31","3305.16","2.85"
"162:Reducer2","3305.16","3306.2","1.04"
"162:Reducer3","3306.2","3306.2","0.0"
"162:Reducer4","3306.21","3306.21","0.0"
"162:Reducer5","3306.22","3306.47","0.25"
"163:Reducer2","3306.47","3306.48","0.01"
"163:Reducer9","3306.47","3306.48","0.01"
"163:Map11","3306.48","3306.52","0.04"
"163:Map4","3306.48","3306.89","0.41"
"163:Reducer12","3306.52","3306.61","0.09"
"163:Reducer5","3306.89","3307.24","0.35"
"163:Reducer6","3307.24","3310.89","3.65"
"163:Reducer7","3310.89","3314.54","3.65"
"164:Reducer6","3314.54","3314.65","0.11"
"164:Reducer2","3314.54","3315.28","0.74"
"164:Reducer3","3315.28","3315.69","0.41"
"164:Reducer4","3315.69","3317.83","2.14"
"165:Reducer2","3317.83","3330.33","12.5"
"165:Reducer3","3330.33","3335.93","5.6"
"165:Reducer4","3335.93","3339.67","3.74"
"165:Reducer5","3339.67","3340.1","0.43"
"166:Reducer2","3340.1","3427.84","87.74"
"166:Reducer3","3427.84","3509.5","81.66"
"166:Reducer4","3509.5","3521.23","11.73"
"166:Reducer5","3521.23","3521.54","0.31"
"167:Reducer2","3521.54","3521.74","0.2"
"168:Reducer2","3521.74","3563.59","41.85"
"168:Reducer3","3563.59","3575.51","11.92"
"168:Reducer4","3575.51","3575.55","0.04"
"168:Reducer5","3575.55","3575.6","0.05"
"168:Reducer6","3575.6","3575.64","0.04"
"169:Reducer8","3575.64","3577.84","2.2"
"169:Reducer2","3575.64","3580.28","4.64"
"169:Reducer9","3577.84","3578.85","1.01"
"169:Reducer3","3580.28","3580.28","0.0"
"169:Reducer4","3580.29","3581.11","0.82"
"169:Reducer5","3581.11","3581.82","0.71"
"170:Reducer2","3581.82","3581.83","0.01"
"170:Reducer3","3581.83","3582.14","0.31"
"170:Reducer4","3582.14","3588.69","6.55"
"170:Reducer5","3588.69","3588.69","0.0"
"170:Reducer6","3588.7","3588.73","0.03"
"171:Reducer2","3588.73","3592.0","3.27"
"171:Reducer3","3592.0","3592.34","0.34"
"171:Reducer4","3592.34","3592.72","0.38"
"171:Reducer5","3592.72","3592.72","0.0"
"172:Reducer6","3592.73","3592.84","0.11"
"172:Reducer2","3592.73","3593.79","1.06"
"172:Reducer3","3593.79","3594.2","0.41"
"172:Reducer4","3594.2","3597.4","3.2"
"173:Reducer2","3597.4","3597.53","0.13"
"174:Reducer2","3597.53","3598.36","0.83"
"174:Reducer3","3598.36","3599.56","1.2"
"174:Reducer4","3599.56","3599.56","0.0"
"174:Reducer5","3599.57","3599.74","0.17"
"175:Reducer9","3599.74","3599.75","0.01"
"175:Reducer2","3599.74","3599.76","0.02"
"175:Map11","3599.75","3599.78","0.03"
"175:Map4","3599.76","3600.15","0.39"
"175:Reducer12","3599.78","3599.84","0.06"
"175:Reducer5","3600.15","3600.5","0.35"
"175:Reducer6","3600.5","3602.93","2.43"
"175:Reducer7","3602.93","3602.93","0.0"
"176:Reducer2","3602.94","3606.89","3.95"
"176:Reducer3","3606.89","3609.69","2.8"
"177:Reducer2","3609.69","3622.19","12.5"
"177:Reducer3","3622.19","3631.87","9.68"
"177:Reducer4","3631.87","3631.87","0.0"
"177:Reducer5","3631.88","3632.53","0.65"
"178:Reducer2","3632.53","3720.27","87.74"
"178:Reducer3","3720.27","3774.71","54.44"
"178:Reducer4","3774.71","3782.53","7.82"
"178:Reducer5","3782.53","3782.74","0.21"
"179:Reducer2","3782.74","3783.23","0.49"
"179:Reducer3","3783.23","3785.03","1.8"
"179:Reducer4","3785.03","3785.62","0.59"
"179:Reducer5","3785.62","3785.62","0.0"
"180:Map1","3785.63","3785.7","0.07"
"180:Map6","3785.63","3785.75","0.12"
"180:Reducer7","3785.75","3785.75","0.0"
"180:Reducer2","3785.76","3785.87","0.11"
"181:Reducer8","3785.87","3786.06","0.19"
"181:Reducer2","3785.87","3788.3","2.43"
"181:Reducer3","3788.3","3788.54","0.24"
"181:Reducer4","3788.54","3788.66","0.12"
"181:Reducer5","3788.66","3788.67","0.01"
"182:Map6","3788.67","3788.77","0.1"
"182:Map1","3788.67","3788.84","0.17"
"182:Reducer7","3788.77","3788.94","0.17"
"182:Reducer2","3788.94","3788.95","0.01"
"183:Reducer2","3788.95","3788.96","0.01"
"183:Reducer7","3788.95","3788.96","0.01"
"183:Reducer14","3788.95","3788.97","0.02"
"183:Reducer3","3788.96","3788.97","0.01"
"183:Reducer8","3788.96","3788.97","0.01"
"183:Reducer15","3788.97","3788.98","0.01"
"183:Reducer9","3788.97","3789.86","0.89"
"183:Reducer16","3788.98","3798.37","9.39"
"183:Reducer10","3789.86","3791.6","1.74"
"183:Reducer17","3798.37","3802.37","4.0"
"183:Reducer4","3802.37","3803.03","0.66"
"184:Reducer2","3803.03","3806.12","3.09"
"184:Reducer3","3806.12","3816.42","10.3"
"184:Reducer4","3816.42","3824.74","8.32"
"184:Reducer5","3824.74","3826.83","2.09"
"184:Reducer6","3826.83","3827.02","0.19"
"184:Reducer7","3827.02","3827.45","0.43"
"184:Reducer8","3827.45","3828.12","0.67"
"184:Reducer9","3828.12","3828.13","0.01"
"185:Reducer2","3828.13","3834.21","6.08"
"185:Reducer3","3834.21","3842.61","8.4"
"185:Reducer4","3842.61","3842.61","0.0"
"185:Reducer5","3842.62","3843.27","0.65"
"186:Reducer2","3843.27","3843.27","0.0"
"186:Map6","3843.27","3843.58","0.31"
"186:Reducer7","3843.58","3844.35","0.77"
"186:Reducer3","3844.35","3844.54","0.19"
"186:Reducer4","3844.54","3844.66","0.12"
"187:Reducer8","3844.66","3846.86","2.2"
"187:Reducer2","3844.66","3855.73","11.07"
"187:Reducer9","3846.86","3848.88","2.02"
"187:Reducer3","3855.73","3866.09","10.36"
"187:Reducer4","3866.09","3866.91","0.82"
"187:Reducer5","3866.91","3867.62","0.71"
"188:Reducer15","3867.62","3874.61","6.99"
"188:Reducer2","3867.62","3883.81","16.19"
"188:Reducer16","3874.61","3877.24","2.63"
"188:Reducer17","3877.24","3877.31","0.07"
"188:Reducer18","3877.31","3877.5","0.19"
"188:Reducer19","3877.5","3877.8","0.3"
"188:Reducer3","3883.81","3887.78","3.97"
"188:Reducer4","3887.78","3888.07","0.29"
"188:Reducer5","3888.07","3888.07","0.0"
"188:Reducer6","3888.08","3888.09","0.01"
"188:Reducer7","3888.09","3888.1","0.01"
"189:Reducer2","3888.1","3892.11","4.01"
"189:Reducer3","3892.11","3902.41","10.3"
"189:Reducer4","3902.41","3914.89","12.48"
"189:Reducer5","3914.89","3918.02","3.13"
"189:Reducer6","3918.02","3918.15","0.13"
"189:Reducer7","3918.15","3918.92","0.77"
"189:Reducer8","3918.92","3919.93","1.01"
"189:Reducer9","3919.93","3919.94","0.01"
"190:Reducer2","3919.94","3931.91","11.97"
"190:Reducer3","3931.91","3947.15","15.24"
"190:Reducer4","3947.15","3947.15","0.0"
"191:Map2","3947.16","3947.78","0.62"
"191:Reducer3","3947.78","3947.78","0.0"
"191:Reducer4","3947.79","3948.19","0.4"
"191:Reducer5","3948.19","3948.78","0.59"
"192:Reducer2","3948.78","3952.79","4.01"
"192:Reducer3","3952.79","3963.09","10.3"
"192:Reducer4","3963.09","3975.57","12.48"
"192:Reducer5","3975.57","3978.7","3.13"
"192:Reducer6","3978.7","3978.98","0.28"
"192:Reducer7","3978.98","3979.49","0.51"
"192:Reducer8","3979.49","3980.5","1.01"
"192:Reducer9","3980.5","3980.5","0.0"
"193:Reducer9","3980.51","3980.51","0.0"
"193:Reducer2","3980.51","3980.52","0.01"
"193:Map4","3980.52","3980.52","0.0"
"193:Map11","3980.52","3980.56","0.04"
"193:Reducer5","3980.53","3980.53","0.0"
"193:Reducer12","3980.56","3980.65","0.09"
"193:Reducer6","3980.65","3984.3","3.65"
"193:Reducer7","3984.3","3989.77","5.47"
"194:Reducer2","3989.77","3993.78","4.01"
"194:Reducer3","3993.78","3998.06","4.28"
"194:Reducer4","3998.06","4007.41","9.35"
"194:Reducer5","4007.41","4010.54","3.13"
"194:Reducer6","4010.54","4010.63","0.09"
"194:Reducer7","4010.63","4011.78","1.15"
"194:Reducer8","4011.78","4012.79","1.01"
"194:Reducer9","4012.79","4012.8","0.01"
"195:Reducer2","4012.8","4012.81","0.01"
"195:Reducer7","4012.8","4012.82","0.02"
"195:Reducer14","4012.8","4012.83","0.03"
"195:Reducer3","4012.81","4012.81","0.0"
"195:Reducer8","4012.82","4012.83","0.01"
"195:Reducer15","4012.83","4012.84","0.01"
"195:Reducer9","4012.83","4014.6","1.77"
"195:Reducer16","4012.84","4018.88","6.04"
"195:Reducer10","4014.6","4016.92","2.32"
"195:Reducer17","4018.88","4024.21","5.33"
"195:Reducer4","4024.21","4025.0","0.79"
"196:Reducer2","4025.0","4025.01","0.01"
"196:Reducer3","4025.01","4025.31","0.3"
"196:Reducer4","4025.31","4030.22","4.91"
"196:Reducer5","4030.22","4040.06","9.84"
"196:Reducer6","4040.06","4040.1","0.04"
"197:Map2","4040.1","4040.51","0.41"
"197:Reducer3","4040.51","4040.72","0.21"
"197:Reducer4","4040.72","4040.72","0.0"
"197:Reducer5","4040.73","4041.32","0.59"
"198:Map2","4041.32","4041.94","0.62"
"198:Reducer3","4041.94","4042.25","0.31"
"198:Reducer4","4042.25","4042.84","0.59"
"198:Reducer5","4042.84","4043.43","0.59"
"199:Reducer8","4043.43","4045.21","1.78"
"199:Reducer2","4043.43","4050.95","7.52"
"199:Reducer9","4045.21","4047.23","2.02"
"199:Reducer3","4050.95","4061.31","10.36"
"199:Reducer4","4061.31","4061.86","0.55"
"199:Reducer5","4061.86","4062.57","0.71"
"200:Map2","4062.57","4063.19","0.62"
"200:Reducer3","4063.19","4063.2","0.01"
"200:Reducer4","4063.2","4063.79","0.59"
"200:Reducer5","4063.79","4064.38","0.59"
"201:Reducer2","4064.38","4066.44","2.06"
"201:Reducer3","4066.44","4072.46","6.02"
"201:Reducer4","4072.46","4081.81","9.35"
"201:Reducer5","4081.81","4084.94","3.13"
"201:Reducer6","4084.94","4085.22","0.28"
"201:Reducer7","4085.22","4086.37","1.15"
"201:Reducer8","4086.37","4087.38","1.01"
"201:Reducer9","4087.38","4087.39","0.01"
"202:Reducer2","4087.39","4087.4","0.01"
"202:Reducer3","4087.4","4087.69","0.29"
"202:Reducer4","4087.69","4092.6","4.91"
"202:Reducer5","4092.6","4102.44","9.84"
"202:Reducer6","4102.44","4102.48","0.04"
"203:Map6","4102.48","4102.58","0.1"
"203:Map1","4102.48","4102.7","0.22"
"203:Reducer7","4102.58","4102.58","0.0"
"203:Reducer2","4102.7","4102.81","0.11"
"204:Reducer6","4102.81","4102.81","0.0"
"204:Reducer2","4102.81","4104.18","1.37"
"204:Reducer3","4104.18","4104.76","0.58"
"204:Reducer4","4104.76","4106.9","2.14"
"205:Reducer2","4106.9","4112.55","5.65"
"205:Reducer15","4106.9","4124.58","17.68"
"205:Reducer3","4112.55","4112.62","0.07"
"205:Reducer4","4112.62","4112.91","0.29"
"205:Reducer5","4112.91","4113.1","0.19"
"205:Reducer16","4124.58","4128.18","3.6"
"205:Reducer17","4128.18","4128.47","0.29"
"205:Reducer18","4128.47","4128.84","0.37"
"205:Reducer19","4128.84","4129.14","0.3"
"205:Reducer6","4129.14","4129.15","0.01"
"205:Reducer7","4129.15","4129.16","0.01"
"206:Reducer2","4129.16","4129.19","0.03"
"206:Map6","4129.16","4129.49","0.33"
"206:Reducer7","4129.49","4130.0","0.51"
"206:Reducer3","4130.0","4130.24","0.24"
"206:Reducer4","4130.24","4130.36","0.12"
"207:Reducer2","4130.36","4138.34","7.98"
"207:Reducer3","4138.34","4148.5","10.16"
"207:Reducer4","4148.5","4148.51","0.01"
"208:Reducer2","4148.51","4148.71","0.2"
"209:Reducer15","4148.71","4156.31","7.6"
"209:Reducer2","4148.71","4168.15","19.44"
"209:Reducer16","4156.31","4160.14","3.83"
"209:Reducer17","4160.14","4160.43","0.29"
"209:Reducer18","4160.43","4160.68","0.25"
"209:Reducer19","4160.68","4160.98","0.3"
"209:Reducer3","4168.15","4172.21","4.06"
"209:Reducer4","4172.21","4172.5","0.29"
"209:Reducer5","4172.5","4172.69","0.19"
"209:Reducer6","4172.69","4172.7","0.01"
"209:Reducer7","4172.7","4172.71","0.01"
"210:Reducer2","4172.71","4172.72","0.01"
"210:Reducer3","4172.72","4173.02","0.3"
"210:Reducer4","4173.02","4177.93","4.91"
"210:Reducer5","4177.93","4177.93","0.0"
"210:Reducer6","4177.94","4177.98","0.04"
"211:Map2","4177.98","4178.6","0.62"
"211:Reducer3","4178.6","4178.61","0.01"
"211:Reducer4","4178.61","4179.2","0.59"
"211:Reducer5","4179.2","4179.6","0.4"
"212:Reducer2","4179.6","4179.61","0.01"
"212:Reducer7","4179.6","4179.61","0.01"
"212:Reducer14","4179.6","4179.62","0.02"
"212:Reducer3","4179.61","4179.61","0.0"
"212:Reducer8","4179.61","4179.62","0.01"
"212:Reducer15","4179.62","4179.63","0.01"
"212:Reducer9","4179.62","4181.39","1.77"
"212:Reducer16","4179.63","4187.16","7.53"
"212:Reducer10","4181.39","4183.13","1.74"
"212:Reducer17","4187.16","4193.16","6.0"
"212:Reducer4","4193.16","4193.87","0.71"
"213:Reducer2","4193.87","4203.25","9.38"
"213:Reducer3","4203.25","4210.36","7.11"
"213:Reducer4","4210.36","4215.96","5.6"
"213:Reducer5","4215.96","4216.61","0.65"
"214:Reducer2","4216.61","4216.81","0.2"
"215:Reducer2","4216.81","4216.82","0.01"
"215:Reducer3","4216.82","4216.85","0.03"
"215:Reducer4","4216.85","4226.67","9.82"
"215:Reducer5","4226.67","4236.51","9.84"
"215:Reducer6","4236.51","4236.55","0.04"
"216:Reducer8","4236.55","4236.76","0.21"
"216:Reducer2","4236.55","4238.83","2.28"
"216:Reducer3","4238.83","4238.95","0.12"
"216:Reducer4","4238.95","4239.07","0.12"
"216:Reducer5","4239.07","4239.08","0.01"
"217:Reducer2","4239.08","4280.93","41.85"
"217:Reducer3","4280.93","4292.87","11.94"
"217:Reducer4","4292.87","4292.87","0.0"
"217:Reducer5","4292.88","4292.93","0.05"
"217:Reducer6","4292.93","4292.97","0.04"
"218:Reducer2","4292.97","4293.0","0.03"
"218:Map6","4292.97","4293.3","0.33"
"218:Reducer7","4293.3","4293.81","0.51"
"218:Reducer3","4293.81","4293.94","0.13"
"218:Reducer4","4293.94","4294.06","0.12"
"219:Reducer2","4294.06","4306.56","12.5"
"219:Reducer3","4306.56","4310.45","3.89"
"219:Reducer4","4310.45","4316.05","5.6"
"219:Reducer5","4316.05","4316.05","0.0"
"220:Reducer2","4316.06","4316.06","0.0"
"221:Reducer2","4316.07","4316.1","0.03"
"221:Map6","4316.07","4316.4","0.33"
"221:Reducer7","4316.4","4316.91","0.51"
"221:Reducer3","4316.91","4317.34","0.43"
"221:Reducer4","4317.34","4317.46","0.12"
"222:Reducer2","4317.46","4320.22","2.76"
"222:Reducer3","4320.22","4323.06","2.84"
"222:Reducer4","4323.06","4324.33","1.27"
"222:Reducer5","4324.33","4325.1","0.77"
"223:Reducer2","4325.1","4412.84","87.74"
"223:Reducer3","4412.84","4494.5","81.66"
"223:Reducer4","4494.5","4506.23","11.73"
"223:Reducer5","4506.23","4506.54","0.31"
"224:Map2","4506.54","4507.16","0.62"
"224:Reducer3","4507.16","4507.47","0.31"
"224:Reducer4","4507.47","4508.06","0.59"
"224:Reducer5","4508.06","4508.65","0.59"
"225:Reducer9","4508.65","4508.66","0.01"
"225:Reducer2","4508.65","4508.66","0.01"
"225:Map11","4508.66","4508.66","0.0"
"225:Map4","4508.66","4508.89","0.23"
"225:Reducer12","4508.67","4508.67","0.0"
"225:Reducer5","4508.89","4509.24","0.35"
"225:Reducer6","4509.24","4512.89","3.65"
"225:Reducer7","4512.89","4512.89","0.0"
"226:Reducer2","4512.9","4514.46","1.56"
"226:Reducer3","4514.46","4516.26","1.8"
"226:Reducer4","4516.26","4516.85","0.59"
"226:Reducer5","4516.85","4517.1","0.25"
"227:Reducer2","4517.1","4521.05","3.95"
"227:Reducer3","4521.05","4525.25","4.2"
