# 7: BIG_BENCH query19
13 0 0
M4 R2 497
R2 R3 1227
# 6: BIG_BENCH query17
25 82 399
M20 1 NY
M1 1 BA
M21 1 HK
M24 1 LA
M25 1 LA
M22 1 HK
M23 1 LA
M8 1 BA
M9 1 BA
R18 1 NY
R17 1 LA
R16 1 BA
R15 1 LA
R19 1 NY
R5 1 HK
R4 1 BA
M10 1 FL
R7 1 BA
R6 1 FL
M13 1 BA
M14 1 BA
M11 1 FL
M12 1 BA
R3 1 NY
R2 1 LA
24
M20 R15 2044
M1 R2 2478
M21 R16 33
M24 R17 20
M25 R18 43
M22 R16 32
M23 R16 32
M8 R2 2301
M9 R3 10
R18 R19 87
R17 R18 63
R16 R17 84
R15 R16 1053
R19 R6 1
R5 R6 1
R4 R5 53
M10 R3 9
R6 R7 1
M13 R5 1
M14 R15 2222
M11 R3 9
M12 R4 54
R3 R4 73
R2 R3 1159
# 2: BIG_BENCH query12
9 83 401
R5 1 NY
R4 1 HK
M1 1 HK
R8 1 FL
M9 1 LA
R3 1 NY
M6 1 HK
R2 1 FL
M7 1 FL
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 12: BIG_BENCH query24
19 84 401
R17 3 BA NY LA
M18 1 LA
R16 2 BA FL
R15 1 FL
M19 1 HK
R10 3 NY HK FL
R4 3 NY LA FL
M1 1 HK
R7 1 LA
R9 3 NY HK LA
R14 1 FL
M13 1 LA
R8 1 LA
M11 1 BA
M12 1 NY
M5 1 HK
R3 1 NY
M6 1 FL
R2 1 BA
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 13: BIG_BENCH query26
4 85 401
M1 1 BA
M4 1 HK
R3 2 FL HK
R2 1 BA
3
M1 R2 1154
M4 R2 497
R2 R3 1227
# 5: BIG_BENCH query16
9 86 401
R5 1 BA
R4 1 HK
M1 1 NY
M8 1 LA
M9 1 HK
M6 1 LA
R3 1 LA
M7 1 BA
R2 1 HK
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 17: BIG_BENCH query4
5 87 404
M1 1 FL
R4 1 LA
M5 1 BA
R3 1 LA
R2 1 FL
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 14: BIG_BENCH query27
2 88 404
M1 1 LA
R2 1 FL
1
M1 R2 56
# 20: BIG_BENCH query9
9 89 409
R5 1 HK
R4 1 HK
M1 1 LA
M8 1 NY
M9 1 BA
M6 1 NY
R3 1 NY
M7 1 NY
R2 1 LA
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 20: BIG_BENCH query9
9 90 410
R5 1 NY
R4 1 BA
M1 1 LA
M8 1 FL
M9 1 HK
M6 1 HK
R3 1 HK
M7 1 FL
R2 1 NY
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 19: BIG_BENCH query7
11 91 414
R5 1 NY
M1 1 LA
R4 1 FL
M10 1 LA
R6 1 HK
M8 1 HK
M9 1 NY
M4 1 FL
R3 1 BA
R2 1 NY
M7 1 BA
9
R5 R6 11
M1 R2 1
R4 R5 2877
M10 R4 1434
M8 R3 83
M9 R3 3
R3 R4 1438
R2 R3 3
M7 R2 1
# 15: BIG_BENCH query2
5 92 416
R5 1 BA
R4 1 HK
M1 1 BA
R3 1 LA
R2 1 BA
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 5: BIG_BENCH query16
9 93 437
R5 1 FL
R4 1 LA
M1 1 BA
M8 1 BA
M9 1 FL
M6 1 HK
R3 1 FL
M7 1 NY
R2 1 LA
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 3: BIG_BENCH query14
10 94 446
M1 1 LA
M10 1 NY
R7 1 LA
M3 1 HK
M8 1 FL
M9 1 FL
M4 1 HK
M5 1 HK
M6 1 FL
R2 1 BA
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 7: BIG_BENCH query19
13 95 463
R5 1 NY
M1 1 NY
M10 1 LA
R7 1 NY
M3 1 HK
R6 1 HK
R9 1 FL
M13 1 LA
R12 1 FL
M11 1 LA
M8 1 NY
M4 1 FL
R2 1 NY
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 17: BIG_BENCH query4
5 96 465
M1 1 LA
R4 1 LA
M5 1 LA
R3 1 HK
R2 1 FL
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 15: BIG_BENCH query2
5 97 466
R5 1 FL
R4 1 LA
M1 1 NY
R3 1 HK
R2 1 BA
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 11: BIG_BENCH query22
7 98 468
M1 1 FL
R4 1 HK
M5 1 HK
M6 1 HK
R3 1 NY
M7 1 FL
R2 1 FL
6
M1 R2 1276
M5 R2 1113
M6 R2 1113
R3 R4 2
M7 R2 1113
R2 R3 4456
# 12: BIG_BENCH query24
19 99 471
R17 3 NY LA BA
M18 1 HK
R16 2 HK FL
R15 1 BA
M19 1 NY
R10 3 BA LA FL
R4 3 BA NY LA
M1 1 FL
R7 1 BA
R9 3 BA FL LA
R14 1 HK
M13 1 BA
R8 1 LA
M11 1 LA
M12 1 NY
M5 1 FL
R3 1 NY
M6 1 BA
R2 1 FL
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 5: BIG_BENCH query16
9 100 479
R5 1 HK
R4 1 NY
M1 1 HK
M8 1 LA
M9 1 LA
M6 1 HK
R3 1 NY
M7 1 BA
R2 1 HK
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 11: BIG_BENCH query22
7 101 493
M1 1 LA
R4 1 NY
M5 1 FL
M6 1 LA
R3 1 NY
M7 1 LA
R2 1 BA
6
M1 R2 1276
M5 R2 1113
M6 R2 1113
R3 R4 2
M7 R2 1113
R2 R3 4456
# 6: BIG_BENCH query17
25 102 505
M20 1 LA
M1 1 LA
M21 1 NY
M24 1 FL
M25 1 HK
M22 1 LA
M23 1 NY
M8 1 HK
M9 1 NY
R18 1 NY
R17 1 FL
R16 1 LA
R15 1 HK
R19 1 LA
R5 1 NY
R4 1 HK
M10 1 HK
R7 1 FL
R6 1 FL
M13 1 FL
M14 1 FL
M11 1 BA
M12 1 BA
R3 1 BA
R2 1 NY
24
M20 R15 2044
M1 R2 2478
M21 R16 33
M24 R17 20
M25 R18 43
M22 R16 32
M23 R16 32
M8 R2 2301
M9 R3 10
R18 R19 87
R17 R18 63
R16 R17 84
R15 R16 1053
R19 R6 1
R5 R6 1
R4 R5 53
M10 R3 9
R6 R7 1
M13 R5 1
M14 R15 2222
M11 R3 9
M12 R4 54
R3 R4 73
R2 R3 1159
# 1: BIG_BENCH query11
7 103 506
M1 1 HK
R4 1 NY
R7 2 BA NY
M5 1 BA
M6 1 LA
R3 1 BA
R2 1 NY
6
M1 R2 9
R7 R3 111
M5 M6 90
M6 R7 223
R3 R4 33
R2 R3 13
# 8: BIG_BENCH query1
6 104 507
R5 1 FL
R4 1 LA
M1 1 BA
M6 1 NY
R3 1 LA
R2 1 NY
5
R4 R5 72
M1 R2 242
M6 R2 213
R3 R4 170
R2 R3 524
# 3: BIG_BENCH query14
10 105 515
M1 1 NY
M10 1 BA
R7 1 NY
M3 1 LA
M8 1 LA
M9 1 NY
M4 1 BA
M5 1 BA
M6 1 LA
R2 1 HK
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 10: BIG_BENCH query21
16 106 517
M15 1 LA
M16 1 HK
R5 1 BA
M1 1 BA
M10 1 FL
R4 1 BA
R7 1 FL
R6 1 LA
M13 1 LA
R9 1 HK
M14 1 LA
R8 1 HK
M11 1 LA
M12 1 BA
R3 1 BA
R2 1 NY
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 15: BIG_BENCH query2
5 107 520
R5 1 FL
R4 1 FL
M1 1 BA
R3 1 NY
R2 1 FL
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 3: BIG_BENCH query14
10 108 525
M1 1 FL
M10 1 BA
R7 1 NY
M3 1 BA
M8 1 LA
M9 1 LA
M4 1 HK
M5 1 FL
M6 1 FL
R2 1 HK
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 1: BIG_BENCH query11
7 109 533
M1 1 HK
R4 1 LA
R7 2 NY LA
M5 1 NY
M6 1 NY
R3 1 FL
R2 1 BA
6
M1 R2 9
R7 R3 111
M5 M6 90
M6 R7 223
R3 R4 33
R2 R3 13
# 12: BIG_BENCH query24
19 110 540
R17 3 NY FL HK
M18 1 NY
R16 2 FL HK
R15 1 NY
M19 1 NY
R10 3 LA BA FL
R4 3 FL LA BA
M1 1 FL
R7 1 HK
R9 3 BA NY HK
R14 1 FL
M13 1 BA
R8 1 LA
M11 1 HK
M12 1 HK
M5 1 NY
R3 1 FL
M6 1 FL
R2 1 FL
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 7: BIG_BENCH query19
13 111 558
R5 1 NY
M1 1 HK
M10 1 FL
R7 1 HK
M3 1 LA
R6 1 HK
R9 1 FL
M13 1 NY
R12 1 NY
M11 1 BA
M8 1 BA
M4 1 FL
R2 1 FL
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 20: BIG_BENCH query9
9 112 572
R5 1 FL
R4 1 LA
M1 1 NY
M8 1 FL
M9 1 BA
M6 1 HK
R3 1 NY
M7 1 NY
R2 1 BA
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 15: BIG_BENCH query2
5 113 621
R5 1 NY
R4 1 NY
M1 1 LA
R3 1 HK
R2 1 FL
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 1: BIG_BENCH query11
7 114 624
M1 1 FL
R4 1 NY
R7 2 BA LA
M5 1 BA
M6 1 FL
R3 1 FL
R2 1 BA
6
M1 R2 9
R7 R3 111
M5 M6 90
M6 R7 223
R3 R4 33
R2 R3 13
# 2: BIG_BENCH query12
9 115 624
R5 1 HK
R4 1 NY
M1 1 BA
R8 1 NY
M9 1 LA
R3 1 HK
M6 1 NY
R2 1 HK
M7 1 LA
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 13: BIG_BENCH query26
4 116 624
M1 1 HK
M4 1 NY
R3 2 HK LA
R2 1 HK
3
M1 R2 1154
M4 R2 497
R2 R3 1227
# 7: BIG_BENCH query19
13 117 624
R5 1 LA
M1 1 HK
M10 1 FL
R7 1 LA
M3 1 NY
R6 1 FL
R9 1 BA
M13 1 HK
R12 1 LA
M11 1 BA
M8 1 LA
M4 1 FL
R2 1 NY
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 7: BIG_BENCH query19
13 118 625
R5 1 BA
M1 1 NY
M10 1 NY
R7 1 LA
M3 1 FL
R6 1 NY
R9 1 NY
M13 1 HK
R12 1 LA
M11 1 NY
M8 1 HK
M4 1 NY
R2 1 FL
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 3: BIG_BENCH query14
10 119 625
M1 1 FL
M10 1 BA
R7 1 LA
M3 1 NY
M8 1 NY
M9 1 NY
M4 1 BA
M5 1 NY
M6 1 BA
R2 1 HK
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 14: BIG_BENCH query27
2 120 625
M1 1 LA
R2 1 LA
1
M1 R2 56
# 9: BIG_BENCH query20
6 121 627
M1 1 LA
R4 3 HK FL NY
R6 1 HK
M5 1 BA
R3 2 FL NY
R2 3 NY LA FL
5
M1 R2 601
R6 R3 9
M5 R6 47
R3 R4 1870
R2 R3 339
# 5: BIG_BENCH query16
9 122 633
R5 1 HK
R4 1 NY
M1 1 NY
M8 1 HK
M9 1 NY
M6 1 NY
R3 1 FL
M7 1 BA
R2 1 HK
8
R4 R5 188
M1 R2 2816
M8 R3 376
M9 R3 376
M6 R2 2668
R3 R4 1638
M7 R3 376
R2 R3 1704
# 12: BIG_BENCH query24
19 123 644
R17 3 NY HK FL
M18 1 LA
R16 2 LA HK
R15 1 HK
M19 1 HK
R10 3 HK FL BA
R4 3 LA NY HK
M1 1 LA
R7 1 NY
R9 3 BA FL NY
R14 1 LA
M13 1 LA
R8 1 NY
M11 1 NY
M12 1 BA
M5 1 FL
R3 1 BA
M6 1 FL
R2 1 HK
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 12: BIG_BENCH query24
19 124 644
R17 3 HK FL LA
M18 1 NY
R16 2 NY LA
R15 1 NY
M19 1 BA
R10 3 LA FL BA
R4 3 LA HK NY
M1 1 HK
R7 1 NY
R9 3 HK NY BA
R14 1 LA
M13 1 FL
R8 1 HK
M11 1 BA
M12 1 BA
M5 1 NY
R3 1 BA
M6 1 NY
R2 1 FL
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 20: BIG_BENCH query9
9 125 644
R5 1 FL
R4 1 LA
M1 1 HK
M8 1 HK
M9 1 HK
M6 1 BA
R3 1 NY
M7 1 HK
R2 1 BA
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 15: BIG_BENCH query2
5 126 645
R5 1 BA
R4 1 NY
M1 1 BA
R3 1 LA
R2 1 LA
4
R4 R5 88
M1 R2 25669
R3 R4 3430
R2 R3 23890
# 2: BIG_BENCH query12
9 127 645
R5 1 FL
R4 1 HK
M1 1 LA
R8 1 NY
M9 1 NY
R3 1 NY
M6 1 FL
R2 1 LA
M7 1 FL
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 20: BIG_BENCH query9
9 128 645
R5 1 LA
R4 1 LA
M1 1 LA
M8 1 BA
M9 1 FL
M6 1 FL
R3 1 HK
M7 1 HK
R2 1 BA
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 20: BIG_BENCH query9
9 129 646
R5 1 FL
R4 1 LA
M1 1 BA
M8 1 BA
M9 1 HK
M6 1 HK
R3 1 LA
M7 1 BA
R2 1 HK
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 7: BIG_BENCH query19
13 130 647
R5 1 HK
M1 1 LA
M10 1 NY
R7 1 FL
M3 1 NY
R6 1 BA
R9 1 HK
M13 1 FL
R12 1 NY
M11 1 LA
M8 1 LA
M4 1 LA
R2 1 FL
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 2: BIG_BENCH query12
9 131 648
R5 1 NY
R4 1 FL
M1 1 HK
R8 1 NY
M9 1 FL
R3 1 LA
M6 1 HK
R2 1 HK
M7 1 BA
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 4: BIG_BENCH query15
6 132 650
R5 1 HK
R4 1 BA
M1 1 HK
M2 1 FL
M6 1 HK
R3 1 BA
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 10: BIG_BENCH query21
16 133 653
M15 1 HK
M16 1 FL
R5 1 LA
M1 1 HK
M10 1 BA
R4 1 LA
R7 1 NY
R6 1 NY
M13 1 HK
R9 1 BA
M14 1 BA
R8 1 HK
M11 1 BA
M12 1 NY
R3 1 HK
R2 1 BA
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 13: BIG_BENCH query26
4 134 654
M1 1 BA
M4 1 LA
R3 2 NY BA
R2 1 FL
3
M1 R2 1154
M4 R2 497
R2 R3 1227
# 18: BIG_BENCH query6
11 135 655
R5 1 FL
R4 1 LA
M10 1 NY
M1 1 HK
R9 1 FL
R8 2 BA HK
M11 1 LA
R3 1 LA
M6 1 NY
M7 1 NY
R2 1 NY
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 9: BIG_BENCH query20
6 136 664
M1 1 NY
R4 3 FL NY LA
R6 1 FL
M5 1 FL
R3 2 LA FL
R2 3 NY FL HK
5
M1 R2 601
R6 R3 9
M5 R6 47
R3 R4 1870
R2 R3 339
# 2: BIG_BENCH query12
9 137 664
R5 1 HK
R4 1 HK
M1 1 HK
R8 1 NY
M9 1 LA
R3 1 FL
M6 1 LA
R2 1 LA
M7 1 FL
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 7: BIG_BENCH query19
13 138 667
R5 1 LA
M1 1 HK
M10 1 LA
R7 1 FL
M3 1 FL
R6 1 NY
R9 1 NY
M13 1 HK
R12 1 LA
M11 1 HK
M8 1 BA
M4 1 LA
R2 1 BA
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 4: BIG_BENCH query15
6 139 669
R5 1 LA
R4 1 BA
M1 1 BA
M2 1 LA
M6 1 HK
R3 1 BA
5
R4 R5 172
M1 M2 179
M2 R3 89
M6 R3 1
R3 R4 172
# 3: BIG_BENCH query14
10 140 673
M1 1 LA
M10 1 FL
R7 1 BA
M3 1 LA
M8 1 BA
M9 1 FL
M4 1 LA
M5 1 LA
M6 1 NY
R2 1 BA
9
M1 R2 30
M10 M6 20
R7 R2 1
M3 M1 20
M8 M6 20
M9 M6 20
M4 M1 20
M5 M1 20
M6 R7 60
# 12: BIG_BENCH query24
19 141 673
R17 3 HK NY FL
M18 1 LA
R16 2 BA FL
R15 1 NY
M19 1 BA
R10 3 NY LA BA
R4 3 HK FL NY
M1 1 FL
R7 1 NY
R9 3 FL HK LA
R14 1 LA
M13 1 NY
R8 1 HK
M11 1 NY
M12 1 HK
M5 1 BA
R3 1 BA
M6 1 NY
R2 1 HK
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 19: BIG_BENCH query7
11 142 673
R5 1 NY
M1 1 FL
R4 1 BA
M10 1 HK
R6 1 FL
M8 1 BA
M9 1 HK
M4 1 NY
R3 1 FL
R2 1 FL
M7 1 BA
9
R5 R6 11
M1 R2 1
R4 R5 2877
M10 R4 1434
M8 R3 83
M9 R3 3
R3 R4 1438
R2 R3 3
M7 R2 1
# 12: BIG_BENCH query24
19 143 679
R17 3 FL HK NY
M18 1 HK
R16 2 FL BA
R15 1 FL
M19 1 HK
R10 3 BA FL NY
R4 3 NY FL HK
M1 1 HK
R7 1 HK
R9 3 LA BA FL
R14 1 FL
M13 1 LA
R8 1 LA
M11 1 LA
M12 1 NY
M5 1 FL
R3 1 HK
M6 1 BA
R2 1 NY
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 10: BIG_BENCH query21
16 144 679
M15 1 LA
M16 1 LA
R5 1 BA
M1 1 LA
M10 1 BA
R4 1 BA
R7 1 LA
R6 1 NY
M13 1 BA
R9 1 NY
M14 1 NY
R8 1 HK
M11 1 BA
M12 1 BA
R3 1 NY
R2 1 NY
15
M15 R6 26
M16 R7 148
R5 R6 26
M1 R2 904
M10 R2 853
R4 R5 915
R7 R8 293
R6 R7 186
M13 R5 1
M14 R6 27
R8 R9 1
M11 R3 1878
M12 R4 916
R3 R4 2734
R2 R3 2640
# 20: BIG_BENCH query9
9 145 687
R5 1 LA
R4 1 NY
M1 1 NY
M8 1 FL
M9 1 LA
M6 1 BA
R3 1 BA
M7 1 HK
R2 1 BA
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 17: BIG_BENCH query4
5 146 688
M1 1 BA
R4 1 HK
M5 1 BA
R3 1 FL
R2 1 LA
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 16: BIG_BENCH query3
7 147 688
R5 1 NY
R4 1 NY
M1 1 FL
R6 1 BA
R3 1 HK
R2 1 HK
M7 1 FL
6
R5 R6 11
R4 R5 13
M1 R2 12244
R3 R4 15
R2 R3 3487
M7 R3 6
# 17: BIG_BENCH query4
5 148 690
M1 1 FL
R4 1 LA
M5 1 FL
R3 1 HK
R2 1 FL
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 13: BIG_BENCH query26
4 149 691
M1 1 NY
M4 1 NY
R3 2 BA FL
R2 1 HK
3
M1 R2 1154
M4 R2 497
R2 R3 1227
# 17: BIG_BENCH query4
5 150 693
M1 1 BA
R4 1 LA
M5 1 LA
R3 1 BA
R2 1 HK
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 13: BIG_BENCH query26
4 151 694
M1 1 HK
M4 1 HK
R3 2 BA HK
R2 1 FL
3
M1 R2 1154
M4 R2 497
R2 R3 1227
# 17: BIG_BENCH query4
5 152 696
M1 1 NY
R4 1 HK
M5 1 HK
R3 1 HK
R2 1 HK
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 2: BIG_BENCH query12
9 153 697
R5 1 BA
R4 1 HK
M1 1 NY
R8 1 BA
M9 1 BA
R3 1 HK
M6 1 NY
R2 1 HK
M7 1 NY
8
R4 R5 1
M1 R2 634
R8 R3 53
M9 R8 35
R3 R4 35
M6 R2 34
R2 R3 51
M7 R8 54
# 7: BIG_BENCH query19
13 154 699
R5 1 FL
M1 1 NY
M10 1 HK
R7 1 HK
M3 1 BA
R6 1 BA
R9 1 NY
M13 1 LA
R12 1 FL
M11 1 HK
M8 1 HK
M4 1 FL
R2 1 LA
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 17: BIG_BENCH query4
5 155 699
M1 1 NY
R4 1 HK
M5 1 HK
R3 1 BA
R2 1 NY
4
M1 R2 6627
M5 M1 2177
R3 R4 9397
R2 R3 13848
# 18: BIG_BENCH query6
11 156 700
R5 1 FL
R4 1 FL
M10 1 NY
M1 1 FL
R9 1 FL
R8 2 FL HK
M11 1 BA
R3 1 FL
M6 1 NY
M7 1 BA
R2 1 BA
10
R4 R5 207
M10 R8 393
M1 R2 1514
R9 R4 101
R8 R9 886
M11 R4 70
R3 R4 68
M6 R2 1516
M7 R8 643
R2 R3 3029
# 20: BIG_BENCH query9
9 157 701
R5 1 LA
R4 1 BA
M1 1 FL
M8 1 BA
M9 1 FL
M6 1 BA
R3 1 HK
M7 1 BA
R2 1 BA
8
R4 R5 224
M1 R2 1105
M8 R3 97
M9 R4 111
M6 R2 806
R3 R4 258
M7 R3 97
R2 R3 635
# 7: BIG_BENCH query19
13 158 701
R5 1 BA
M1 1 NY
M10 1 FL
R7 1 FL
M3 1 HK
R6 1 FL
R9 1 LA
M13 1 FL
R12 1 BA
M11 1 BA
M8 1 HK
M4 1 NY
R2 1 FL
12
R5 R6 530
M1 R2 1
M10 R9 1
M3 R2 1
R6 R7 1598
R9 M11 10
M13 R6 535
R12 R6 535
M11 R12 25
M8 R9 1
M4 R5 100
R2 M4 100
# 16: BIG_BENCH query3
7 159 704
R5 1 FL
R4 1 FL
M1 1 FL
R6 1 HK
R3 1 NY
R2 1 HK
M7 1 HK
6
R5 R6 11
R4 R5 13
M1 R2 12244
R3 R4 15
R2 R3 3487
M7 R3 6
# 12: BIG_BENCH query24
19 160 709
R17 3 BA LA NY
M18 1 FL
R16 2 HK NY
R15 1 BA
M19 1 LA
R10 3 LA FL HK
R4 3 FL LA HK
M1 1 BA
R7 1 FL
R9 3 HK BA NY
R14 1 LA
M13 1 HK
R8 1 LA
M11 1 FL
M12 1 BA
M5 1 LA
R3 1 NY
M6 1 BA
R2 1 NY
18
R17 R4 146
M18 R14 1
R16 R17 3506
R15 R16 1702
M19 R16 1761
R10 R4 443
M1 R2 1
R7 R8 1
R9 R10 1524
R14 R15 2
M13 R14 1
R8 R9 362
M11 R7 1
M12 R9 412
M5 R2 1
R3 R4 33
M6 R7 1
R2 R3 1
# 9: BIG_BENCH query20
6 161 709
M1 1 FL
R4 3 HK NY BA
R6 1 HK
M5 1 FL
R3 2 LA HK
