"CoflowID","StartTime","EndTime","CoflowCompletionTime"
"103:Reducer3","1661.94","1666.1","4.16"
"103:Reducer4","1666.1","1670.31","4.21"
"103:Reducer5","1670.31","1670.32","0.01"
"104:Map2","1670.32","1674.57","4.25"
"104:Reducer3","1674.57","1687.31","12.74"
"104:Reducer4","1687.31","1687.33","0.02"
"105:Map1","1687.33","1687.37","0.04"
"105:Reducer2","1687.37","1687.55","0.18"
"105:Reducer3","1687.55","1687.56","0.01"
"106:Map1","1687.56","1693.41","5.85"
"106:Reducer2","1693.41","1693.41","0.0"
"106:Reducer3","1693.42","1693.46","0.04"
"106:Reducer4","1693.46","1693.48","0.02"
"106:Reducer5","1693.48","1693.49","0.01"
"106:Reducer6","1693.49","1693.49","0.0"
"107:Map10","1693.5","1693.51","0.01"
"107:Map1","1693.5","1697.24","3.74"
"107:Map6","1693.5","1704.97","11.47"
"107:Reducer2","1697.24","1699.65","2.41"
"107:Reducer7","1704.97","1704.97","0.0"
"107:Reducer3","1704.98","1705.35","0.37"
"107:Reducer4","1705.35","1705.36","0.01"
"108:Map1","1705.36","1705.51","0.15"
"108:Reducer2","1705.51","1706.06","0.55"
"108:Reducer3","1706.06","1706.39","0.33"
"109:Map1","1706.39","1728.85","22.46"
"109:Reducer2","1728.85","1736.99","8.14"
"109:Reducer3","1736.99","1737.01","0.02"
"109:Reducer4","1737.01","1737.05","0.04"
"109:Reducer5","1737.05","1737.08","0.03"
"109:Reducer6","1737.08","1737.25","0.17"
"109:Reducer7","1737.25","1737.41","0.16"
"110:Map2","1737.41","1749.59","12.18"
"110:Reducer3","1749.59","1749.59","0.0"
"110:Reducer4","1749.6","1749.61","0.01"
"111:Map2","1749.61","1770.97","21.36"
"111:Reducer3","1770.97","1799.45","28.48"
"111:Reducer4","1799.45","1799.47","0.02"
"112:Map2","1799.47","1800.18","0.71"
"112:Reducer3","1800.18","1802.32","2.14"
"112:Reducer4","1802.32","1802.33","0.01"
"112:Reducer5","1802.33","1802.34","0.01"
"113:Map6","1802.34","1802.34","0.0"
"113:Map10","1802.34","1802.36","0.02"
"113:Map1","1802.34","1806.08","3.74"
"113:Reducer7","1802.35","1802.35","0.0"
"113:Reducer2","1806.08","1808.49","2.41"
"113:Reducer3","1808.49","1808.86","0.37"
"113:Reducer4","1808.86","1808.87","0.01"
"114:Reducer2","1808.87","1829.9","21.03"
"114:Reducer3","1829.9","1833.53","3.63"
"114:Reducer4","1833.53","1833.53","0.0"
"114:Reducer5","1833.54","1833.54","0.0"
"115:Map1","1833.55","1835.02","1.47"
"115:Reducer2","1835.02","1837.96","2.94"
"115:Reducer3","1837.96","1837.96","0.0"
"115:Reducer4","1837.97","1837.97","0.0"
"116:Map2","1837.98","1844.07","6.09"
"116:Reducer3","1844.07","1862.35","18.28"
"116:Reducer4","1862.35","1862.37","0.02"
"117:Map1","1862.37","1884.37","22.0"
"117:Reducer2","1884.37","1906.37","22.0"
"117:Map6","1906.37","1906.62","0.25"
"117:Reducer7","1906.62","1906.62","0.0"
"118:Map1","1906.63","1906.63","0.0"
"118:Reducer2","1906.64","1906.64","0.0"
"118:Map6","1906.65","1907.02","0.37"
"118:Reducer7","1907.02","1907.27","0.25"
"119:Map1","1907.27","1907.35","0.08"
"119:Reducer2","1907.35","1907.35","0.0"
"119:Reducer3","1907.36","1907.69","0.33"
"120:Map1","1907.69","1907.69","0.0"
"120:Map11","1907.69","1912.08","4.39"
"120:Map18","1907.69","1917.38","9.69"
"120:Reducer2","1907.7","1917.03","9.33"
"120:Reducer12","1912.08","1913.22","1.14"
"120:Reducer13","1913.22","1913.29","0.07"
"120:Reducer3","1917.03","1917.14","0.11"
"120:Reducer19","1917.38","1919.66","2.28"
"120:Reducer20","1919.66","1919.7","0.04"
"120:Reducer5","1919.7","1919.71","0.01"
"120:Reducer6","1919.71","1919.72","0.01"
"121:Map2","1919.72","1932.45","12.73"
"121:Reducer3","1932.45","1932.45","0.0"
"121:Reducer4","1932.46","1932.47","0.01"
"122:Map1","1932.47","1945.98","13.51"
"122:Reducer2","1945.98","1964.0","18.02"
"122:Reducer3","1964.0","1964.0","0.0"
"123:Map2","1964.01","1982.28","18.27"
"123:Reducer3","1982.28","1994.47","12.19"
"123:Reducer4","1994.47","1994.49","0.02"
"124:Map10","1994.49","1994.93","0.44"
"124:Map1","1994.49","1997.14","2.65"
"124:Reducer3","1997.14","1999.32","2.18"
"124:Reducer4","1999.32","1999.39","0.07"
"124:Reducer5","1999.39","2003.26","3.87"
"124:Reducer6","2003.26","2005.21","1.95"
"124:Reducer7","2005.21","2005.27","0.06"
"124:Reducer8","2005.27","2005.28","0.01"
"124:Reducer9","2005.28","2005.29","0.01"
"125:Reducer12","2005.29","2005.76","0.47"
"125:Reducer2","2005.29","2006.27","0.98"
"125:Reducer7","2005.29","2008.27","2.98"
"125:Reducer8","2008.27","2013.72","5.45"
"125:Reducer3","2013.72","2014.29","0.57"
"125:Reducer4","2014.29","2014.38","0.09"
"126:Map1","2014.38","2030.49","16.11"
"126:Reducer2","2030.49","2062.9","32.41"
"126:Reducer3","2062.9","2071.32","8.42"
"126:Reducer4","2071.32","2071.43","0.11"
"127:Map2","2071.43","2075.6","4.17"
"127:Reducer3","2075.6","2079.78","4.18"
"127:Reducer4","2079.78","2079.79","0.01"
"127:Reducer5","2079.79","2079.8","0.01"
"127:Reducer6","2079.8","2079.81","0.01"
"128:Reducer12","2079.81","2080.42","0.61"
"128:Reducer2","2079.81","2081.25","1.44"
"128:Reducer7","2079.81","2083.58","3.77"
"128:Reducer8","2083.58","2086.91","3.33"
"128:Reducer3","2086.91","2087.84","0.93"
"128:Reducer4","2087.84","2087.89","0.05"
"129:Reducer12","2087.89","2088.36","0.47"
"129:Reducer2","2087.89","2088.99","1.1"
"129:Reducer7","2087.89","2090.51","2.62"
"129:Reducer8","2090.51","2098.68","8.17"
"129:Reducer3","2098.68","2099.45","0.77"
"129:Reducer4","2099.45","2099.5","0.05"
"130:Map1","2099.5","2132.51","33.01"
"130:Reducer2","2132.51","2165.51","33.0"
"130:Map6","2165.51","2165.76","0.25"
"130:Reducer7","2165.76","2165.76","0.0"
"131:Map1","2165.77","2167.24","1.47"
"131:Reducer2","2167.24","2170.18","2.94"
"131:Reducer3","2170.18","2170.19","0.01"
"131:Reducer4","2170.19","2170.2","0.01"
"132:Map1","2170.2","2183.71","13.51"
"132:Reducer2","2183.71","2210.73","27.02"
"132:Reducer3","2210.73","2210.73","0.0"
"133:Reducer2","2210.74","2221.23","10.49"
"133:Reducer3","2221.23","2221.23","0.0"
"133:Reducer4","2221.24","2221.25","0.01"
"134:Map2","2221.25","2230.39","9.14"
"134:Reducer3","2230.39","2242.58","12.19"
"134:Reducer4","2242.58","2242.59","0.01"
"135:Map7","2242.59","2243.91","1.32"
"135:Map10","2242.59","2243.95","1.36"
"135:Map1","2242.59","2244.6","2.01"
"135:Reducer3","2244.6","2245.35","0.75"
"135:Reducer4","2245.35","2245.35","0.0"
"136:Reducer2","2245.36","2245.83","0.47"
"136:Reducer3","2245.83","2246.38","0.55"
"136:Reducer4","2246.38","2247.3","0.92"
"136:Reducer5","2247.3","2247.31","0.01"
"137:Map2","2247.31","2259.82","12.51"
"137:Reducer3","2259.82","2266.08","6.26"
"137:Reducer4","2266.08","2266.09","0.01"
"137:Reducer5","2266.09","2266.1","0.01"
"137:Reducer6","2266.1","2266.11","0.01"
"138:Map1","2266.11","2299.12","33.01"
"138:Reducer2","2299.12","2332.12","33.0"
"138:Map6","2332.12","2332.49","0.37"
"138:Reducer7","2332.49","2332.86","0.37"
"139:Reducer2","2332.86","2339.2","6.34"
"139:Reducer3","2339.2","2340.59","1.39"
"139:Reducer4","2340.59","2343.1","2.51"
"139:Reducer5","2343.1","2343.1","0.0"
"140:Map1","2343.11","2343.21","0.1"
"140:Reducer2","2343.21","2343.58","0.37"
"140:Reducer3","2343.58","2343.8","0.22"
"141:Map10","2343.8","2344.68","0.88"
"141:Map1","2343.8","2346.78","2.98"
"141:Reducer3","2346.78","2348.96","2.18"
"141:Reducer4","2348.96","2349.03","0.07"
"141:Reducer5","2349.03","2356.39","7.36"
"141:Reducer6","2356.39","2357.72","1.33"
"141:Reducer7","2357.72","2357.78","0.06"
"141:Reducer8","2357.78","2357.79","0.01"
"141:Reducer9","2357.79","2357.79","0.0"
"142:Map1","2357.8","2359.58","1.78"
"142:Map8","2357.8","2359.83","2.03"
"142:Map13","2357.8","2364.55","6.75"
"142:Reducer2","2359.58","2362.09","2.51"
"142:Reducer9","2359.83","2361.07","1.24"
"142:Reducer10","2361.07","2361.64","0.57"
"142:Reducer3","2362.09","2363.26","1.17"
"142:Reducer14","2364.55","2366.34","1.79"
"142:Reducer15","2366.34","2366.34","0.0"
"142:Reducer4","2366.35","2366.55","0.2"
"142:Reducer5","2366.55","2366.55","0.0"
"143:Map10","2366.56","2366.56","0.0"
"143:Map1","2366.56","2369.94","3.38"
"143:Reducer3","2369.94","2371.09","1.15"
"143:Reducer4","2371.09","2371.09","0.0"
"143:Reducer5","2371.1","2378.27","7.17"
"143:Reducer6","2378.27","2380.28","2.01"
"143:Reducer7","2380.28","2380.36","0.08"
"143:Reducer8","2380.36","2380.37","0.01"
"143:Reducer9","2380.37","2380.37","0.0"
"144:Reducer2","2380.38","2381.69","1.31"
"144:Reducer3","2381.69","2382.52","0.83"
"144:Reducer4","2382.52","2383.44","0.92"
"144:Reducer5","2383.44","2383.45","0.01"
"145:Map2","2383.45","2384.4","0.95"
"145:Reducer3","2384.4","2386.54","2.14"
"145:Reducer4","2386.54","2386.55","0.01"
"145:Reducer5","2386.55","2386.55","0.0"
"146:Map1","2386.56","2389.48","2.92"
"146:Map6","2386.56","2394.17","7.61"
"146:Map8","2386.56","2398.61","12.05"
"146:Reducer3","2398.61","2406.54","7.93"
"146:Reducer4","2406.54","2406.59","0.05"
"147:Map1","2406.59","2419.18","12.59"
"147:Reducer2","2419.18","2431.78","12.6"
"147:Reducer3","2431.78","2431.8","0.02"
"147:Reducer4","2431.8","2431.85","0.05"
"147:Reducer5","2431.85","2431.88","0.03"
"147:Reducer6","2431.88","2431.89","0.01"
"148:Map1","2431.89","2438.02","6.13"
"148:Reducer2","2438.02","2444.15","6.13"
"148:Map6","2444.15","2444.15","0.0"
"148:Reducer7","2444.16","2444.27","0.11"
"149:Map1","2444.27","2444.28","0.01"
"149:Map15","2444.27","2444.28","0.01"
"149:Map9","2444.27","2444.28","0.01"
"149:Map3","2444.28","2445.21","0.93"
"149:Map17","2444.28","2446.48","2.2"
"149:Map11","2444.28","2449.04","4.76"
"149:Reducer4","2445.21","2450.15","4.94"
"149:Reducer18","2446.48","2451.03","4.55"
"149:Reducer12","2449.04","2452.58","3.54"
"149:Reducer5","2452.58","2452.63","0.05"
"149:Reducer6","2452.63","2452.68","0.05"
"150:Map1","2452.68","2455.41","2.73"
"150:Reducer2","2455.41","2461.54","6.13"
"150:Map6","2461.54","2461.71","0.17"
"150:Reducer7","2461.71","2461.88","0.17"
"151:Map2","2461.88","2474.06","12.18"
"151:Reducer3","2474.06","2492.34","18.28"
"151:Reducer4","2492.34","2492.34","0.0"
"152:Map1","2492.35","2495.08","2.73"
"152:Reducer2","2495.08","2501.21","6.13"
"152:Map6","2501.21","2501.38","0.17"
"152:Reducer7","2501.38","2501.55","0.17"
"153:Map1","2501.55","2504.48","2.93"
"153:Reducer2","2504.48","2507.42","2.94"
"153:Reducer3","2507.42","2507.43","0.01"
"153:Reducer4","2507.43","2507.44","0.01"
"154:Map2","2507.44","2528.8","21.36"
"154:Reducer3","2528.8","2571.52","42.72"
"154:Reducer4","2571.52","2571.52","0.0"
"155:Map1","2571.53","2575.62","4.09"
"155:Reducer2","2575.62","2575.62","0.0"
"155:Map6","2575.63","2575.8","0.17"
"155:Reducer7","2575.8","2575.97","0.17"
"156:Map1","2575.97","2587.44","11.47"
"156:Reducer2","2587.44","2610.41","22.97"
"156:Reducer3","2610.41","2610.44","0.03"
"157:Reducer12","2610.44","2610.91","0.47"
"157:Reducer2","2610.44","2611.42","0.98"
"157:Reducer7","2610.44","2613.21","2.77"
"157:Reducer8","2613.21","2615.33","2.12"
"157:Reducer3","2615.33","2616.35","1.02"
"157:Reducer4","2616.35","2616.38","0.03"
"158:Map1","2616.38","2631.05","14.67"
"158:Reducer2","2631.05","2664.05","33.0"
"158:Map6","2664.05","2664.05","0.0"
"158:Reducer7","2664.06","2664.43","0.37"
"159:Map1","2664.43","2667.35","2.92"
"159:Map6","2664.43","2673.14","8.71"
"159:Map8","2664.43","2677.44","13.01"
"159:Reducer3","2677.44","2680.53","3.09"
"159:Reducer4","2680.53","2680.58","0.05"
"160:Map10","2680.58","2681.9","1.32"
"160:Map1","2680.58","2683.78","3.2"
"160:Reducer3","2683.78","2684.93","1.15"
"160:Reducer4","2684.93","2684.98","0.05"
"160:Reducer5","2684.98","2696.02","11.04"
"160:Reducer6","2696.02","2697.99","1.97"
"160:Reducer7","2697.99","2698.05","0.06"
"160:Reducer8","2698.05","2698.06","0.01"
"160:Reducer9","2698.06","2698.07","0.01"
"161:Map2","2698.07","2702.32","4.25"
"161:Reducer3","2702.32","2715.06","12.74"
"161:Reducer4","2715.06","2715.07","0.01"
"162:Reducer2","2715.07","2718.33","3.26"
"162:Reducer3","2718.33","2722.37","4.04"
"162:Reducer4","2722.37","2722.38","0.01"
"163:Map1","2722.38","2722.38","0.0"
"163:Map5","2722.38","2723.99","1.61"
"163:Reducer6","2723.99","2723.99","0.0"
"163:Reducer2","2724.0","2724.79","0.79"
"163:Reducer3","2724.79","2724.79","0.0"
"164:Reducer2","2724.8","2726.11","1.31"
"164:Reducer3","2726.11","2727.76","1.65"
"164:Reducer4","2727.76","2729.14","1.38"
"164:Reducer5","2729.14","2729.15","0.01"
"165:Map1","2729.15","2747.17","18.02"
"165:Reducer2","2747.17","2774.19","27.02"
"165:Reducer3","2774.19","2774.2","0.01"
"166:Map1","2774.2","2785.39","11.19"
"166:Reducer2","2785.39","2793.79","8.4"
"166:Reducer3","2793.79","2793.81","0.02"
"166:Reducer4","2793.81","2793.83","0.02"
"166:Reducer5","2793.83","2793.84","0.01"
"166:Reducer6","2793.84","2793.85","0.01"
"167:Reducer2","2793.85","2793.85","0.0"
"167:Reducer3","2793.86","2794.14","0.28"
"167:Reducer4","2794.14","2794.98","0.84"
"167:Reducer5","2794.98","2794.98","0.0"
"168:Map1","2794.99","2801.92","6.93"
"168:Map8","2794.99","2805.79","10.8"
"168:Reducer9","2805.79","2814.28","8.49"
"168:Reducer10","2814.28","2814.29","0.01"
"168:Reducer2","2814.29","2822.57","8.28"
"168:Reducer3","2822.57","2824.5","1.93"
"168:Reducer4","2824.5","2824.64","0.14"
"168:Reducer5","2824.64","2824.69","0.05"
"169:Map1","2824.69","2829.43","4.74"
"169:Reducer2","2829.43","2836.6","7.17"
"169:Reducer3","2836.6","2836.66","0.06"
"169:Reducer4","2836.66","2836.72","0.06"
"170:Map1","2836.72","2852.02","15.3"
"170:Reducer2","2852.02","2874.99","22.97"
"170:Reducer3","2874.99","2875.02","0.03"
"171:Map2","2875.02","2877.15","2.13"
"171:Reducer3","2877.15","2879.29","2.14"
"171:Reducer4","2879.29","2879.29","0.0"
"171:Reducer5","2879.3","2879.3","0.0"
"172:Map2","2879.31","2885.68","6.37"
"172:Reducer3","2885.68","2885.68","0.0"
"172:Reducer4","2885.69","2885.7","0.01"
"173:Map1","2885.7","2886.35","0.65"
"173:Reducer2","2886.35","2887.32","0.97"
"173:Reducer3","2887.32","2887.33","0.01"
"173:Reducer4","2887.33","2887.33","0.0"
"174:Map2","2887.34","2915.82","28.48"
"174:Reducer3","2915.82","2958.54","42.72"
"174:Reducer4","2958.54","2958.54","0.0"
"175:Map2","2958.55","3001.26","42.71"
"175:Reducer3","3001.26","3043.98","42.72"
"175:Reducer4","3043.98","3043.99","0.01"
"176:Map1","3043.99","3043.99","0.0"
"176:Map18","3043.99","3053.81","9.82"
"176:Map11","3043.99","3063.5","19.51"
"176:Reducer2","3044.0","3049.12","5.12"
"176:Reducer3","3049.12","3049.18","0.06"
"176:Reducer19","3053.81","3056.22","2.41"
"176:Reducer20","3056.22","3056.22","0.0"
"176:Reducer12","3063.5","3068.1","4.6"
"176:Reducer13","3068.1","3068.15","0.05"
"176:Reducer5","3068.15","3068.16","0.01"
"176:Reducer6","3068.16","3068.17","0.01"
"177:Map1","3068.17","3093.34","25.17"
"177:Reducer2","3093.34","3093.34","0.0"
"177:Reducer3","3093.35","3093.36","0.01"
"178:Map1","3093.36","3117.52","24.16"
"178:Reducer2","3117.52","3149.93","32.41"
"178:Reducer3","3149.93","3155.54","5.61"
"178:Reducer4","3155.54","3155.65","0.11"
"179:Reducer2","3155.65","3160.06","4.41"
"179:Reducer3","3160.06","3166.12","6.06"
"179:Reducer4","3166.12","3166.13","0.01"
"180:Map1","3166.13","3167.6","1.47"
"180:Reducer2","3167.6","3170.54","2.94"
"180:Reducer3","3170.54","3170.55","0.01"
"180:Reducer4","3170.55","3170.55","0.0"
"181:Map2","3170.56","3183.07","12.51"
"181:Reducer3","3183.07","3189.33","6.26"
"181:Reducer4","3189.33","3189.34","0.01"
"181:Reducer5","3189.34","3189.35","0.01"
"181:Reducer6","3189.35","3189.36","0.01"
"182:Map1","3189.36","3189.54","0.18"
"182:Reducer2","3189.54","3189.72","0.18"
"182:Reducer3","3189.72","3189.73","0.01"
"183:Map10","3189.73","3190.39","0.66"
"183:Map1","3189.73","3192.76","3.03"
"183:Reducer3","3192.76","3194.47","1.71"
"183:Reducer4","3194.47","3194.54","0.07"
"183:Reducer5","3194.54","3201.71","7.17"
"183:Reducer6","3201.71","3203.72","2.01"
"183:Reducer7","3203.72","3203.8","0.08"
"183:Reducer8","3203.8","3203.81","0.01"
"183:Reducer9","3203.81","3203.82","0.01"
"184:Reducer2","3203.82","3205.83","2.01"
"184:Reducer3","3205.83","3207.48","1.65"
"184:Reducer4","3207.48","3207.48","0.0"
"184:Reducer5","3207.49","3207.49","0.0"
"185:Map1","3207.5","3245.26","37.76"
"185:Reducer2","3245.26","3283.01","37.75"
"185:Reducer3","3283.01","3283.02","0.01"
"186:Reducer2","3283.02","3297.04","14.02"
"186:Reducer3","3297.04","3304.24","7.2"
"186:Reducer4","3304.24","3308.45","4.21"
"186:Reducer5","3308.45","3308.46","0.01"
"187:Map1","3308.46","3311.62","3.16"
"187:Reducer2","3311.62","3318.79","7.17"
"187:Reducer3","3318.79","3318.85","0.06"
"187:Reducer4","3318.85","3318.91","0.06"
"188:Map5","3318.91","3320.52","1.61"
"188:Map1","3318.91","3322.21","3.3"
"188:Reducer6","3320.52","3320.52","0.0"
"188:Reducer2","3322.21","3323.03","0.82"
"188:Reducer3","3323.03","3323.09","0.06"
"189:Reducer2","3323.09","3330.09","7.0"
"189:Reducer3","3330.09","3330.09","0.0"
"189:Reducer4","3330.1","3330.11","0.01"
"190:Reducer2","3330.11","3338.67","8.56"
"190:Reducer3","3338.67","3348.34","9.67"
"190:Reducer4","3348.34","3348.34","0.0"
"191:Map1","3348.35","3361.86","13.51"
"191:Reducer2","3361.86","3361.86","0.0"
"191:Reducer3","3361.87","3361.88","0.01"
"192:Map1","3361.88","3370.65","8.77"
"192:Reducer2","3370.65","3377.25","6.6"
"192:Reducer3","3377.25","3377.29","0.04"
"192:Reducer4","3377.29","3377.31","0.02"
"192:Reducer5","3377.31","3377.32","0.01"
"192:Reducer6","3377.32","3377.32","0.0"
"193:Map1","3377.33","3399.33","22.0"
"193:Reducer2","3399.33","3421.33","22.0"
"193:Map6","3421.33","3421.7","0.37"
"193:Reducer7","3421.7","3421.7","0.0"
"194:Map1","3421.71","3430.48","8.77"
"194:Reducer2","3430.48","3434.88","4.4"
"194:Reducer3","3434.88","3434.88","0.0"
"194:Reducer4","3434.89","3434.91","0.02"
"194:Reducer5","3434.91","3434.92","0.01"
"194:Reducer6","3434.92","3434.92","0.0"
"195:Map2","3434.93","3447.66","12.73"
"195:Reducer3","3447.66","3456.16","8.5"
"195:Reducer4","3456.16","3456.18","0.02"
"196:Map1","3456.18","3479.12","22.94"
"196:Reducer2","3479.12","3502.09","22.97"
"196:Reducer3","3502.09","3502.11","0.02"
"197:Map1","3502.11","3522.38","20.27"
"197:Reducer2","3522.38","3522.38","0.0"
"197:Reducer3","3522.39","3522.39","0.0"
"198:Map1","3522.4","3535.91","13.51"
"198:Reducer2","3535.91","3535.91","0.0"
"198:Reducer3","3535.92","3535.93","0.01"
"199:Map1","3535.93","3539.49","3.56"
"199:Reducer2","3539.49","3539.49","0.0"
"199:Reducer3","3539.5","3539.53","0.03"
"199:Reducer4","3539.53","3539.57","0.04"
"200:Map1","3539.57","3553.08","13.51"
"200:Reducer2","3553.08","3580.1","27.02"
"200:Reducer3","3580.1","3580.11","0.01"
"201:Map1","3580.11","3588.88","8.77"
"201:Reducer2","3588.88","3593.28","4.4"
"201:Reducer3","3593.28","3593.28","0.0"
"201:Reducer4","3593.29","3593.31","0.02"
"201:Reducer5","3593.31","3593.32","0.01"
"201:Reducer6","3593.32","3593.33","0.01"
"202:Map1","3593.33","3594.52","1.19"
"202:Map8","3593.33","3595.48","2.15"
"202:Map13","3593.33","3598.28","4.95"
"202:Reducer2","3594.52","3596.39","1.87"
"202:Reducer9","3595.48","3596.94","1.46"
"202:Reducer3","3596.39","3598.04","1.65"
"202:Reducer10","3596.94","3597.51","0.57"
"202:Reducer14","3598.28","3599.47","1.19"
"202:Reducer15","3599.47","3599.67","0.2"
"202:Reducer4","3599.67","3599.82","0.15"
"202:Reducer5","3599.82","3599.82","0.0"
"203:Map1","3599.83","3599.93","0.1"
"203:Reducer2","3599.93","3600.3","0.37"
"203:Reducer3","3600.3","3600.3","0.0"
"204:Map2","3600.31","3613.04","12.73"
"204:Reducer3","3613.04","3613.04","0.0"
"204:Reducer4","3613.05","3613.06","0.01"
"205:Map1","3613.06","3615.35","2.29"
"205:Map5","3613.06","3617.19","4.13"
"205:Reducer6","3617.19","3619.66","2.47"
"205:Reducer2","3619.66","3620.48","0.82"
"205:Reducer3","3620.48","3620.57","0.09"
"206:Reducer2","3620.57","3641.6","21.03"
"206:Reducer3","3641.6","3645.24","3.64"
"206:Reducer4","3645.24","3648.05","2.81"
"206:Reducer5","3648.05","3648.05","0.0"
"207:Map2","3648.06","3660.79","12.73"
"207:Reducer3","3660.79","3673.54","12.75"
"207:Reducer4","3673.54","3673.56","0.02"
"208:Map1","3673.56","3674.21","0.65"
"208:Reducer2","3674.21","3674.86","0.65"
"208:Reducer3","3674.86","3674.86","0.0"
"208:Reducer4","3674.87","3674.88","0.01"
"209:Map23","3674.88","3674.88","0.0"
"209:Map28","3674.88","3676.89","2.01"
"209:Map18","3674.88","3679.07","4.19"
"209:Map13","3674.88","3685.6","10.72"
"209:Map1","3674.88","3693.89","19.01"
"209:Map8","3674.88","3696.27","21.39"
"209:Reducer24","3674.89","3675.61","0.72"
"209:Reducer25","3675.61","3675.65","0.04"
"209:Reducer29","3676.89","3677.97","1.08"
"209:Reducer30","3677.97","3678.02","0.05"
"209:Reducer19","3679.07","3680.28","1.21"
"209:Reducer20","3680.28","3680.32","0.04"
"209:Reducer14","3685.6","3689.38","3.78"
"209:Reducer15","3689.38","3689.47","0.09"
"209:Reducer2","3693.89","3701.77","7.88"
"209:Reducer9","3696.27","3701.06","4.79"
"209:Reducer10","3701.06","3701.43","0.37"
"209:Reducer3","3701.77","3701.9","0.13"
"209:Reducer4","3701.9","3701.92","0.02"
"209:Reducer5","3701.92","3701.97","0.05"
"210:Map1","3701.97","3719.18","17.21"
"210:Reducer2","3719.18","3742.15","22.97"
"210:Reducer3","3742.15","3742.17","0.02"
"211:Reducer2","3742.17","3745.88","3.71"
"211:Reducer3","3745.88","3747.96","2.08"
"211:Reducer4","3747.96","3747.96","0.0"
"211:Reducer5","3747.97","3747.98","0.01"
"212:Map10","3747.98","3749.3","1.32"
"212:Map1","3747.98","3753.05","5.07"
"212:Reducer3","3753.05","3753.51","0.46"
"212:Reducer4","3753.51","3753.58","0.07"
"212:Reducer5","3753.58","3760.94","7.36"
"212:Reducer6","3760.94","3762.25","1.31"
"212:Reducer7","3762.25","3762.33","0.08"
"212:Reducer8","3762.33","3762.34","0.01"
"212:Reducer9","3762.34","3762.35","0.01"
"213:Reducer2","3762.35","3766.71","4.36"
"213:Reducer3","3766.71","3767.37","0.66"
"213:Reducer4","3767.37","3767.37","0.0"
"213:Reducer5","3767.38","3767.39","0.01"
"214:Reducer2","3767.39","3770.1","2.71"
"214:Reducer3","3770.1","3771.44","1.34"
"214:Reducer4","3771.44","3772.28","0.84"
"214:Reducer5","3772.28","3772.29","0.01"
"215:Map1","3772.29","3773.48","1.19"
"215:Map8","3772.29","3773.65","1.36"
"215:Map13","3772.29","3776.65","4.36"
"215:Reducer2","3773.48","3775.38","1.9"
"215:Reducer9","3773.65","3773.8","0.15"
"215:Reducer10","3773.8","3774.37","0.57"
"215:Reducer3","3775.38","3775.38","0.0"
"215:Reducer14","3776.65","3777.93","1.28"
"215:Reducer15","3777.93","3777.93","0.0"
"215:Reducer4","3777.94","3778.12","0.18"
"215:Reducer5","3778.12","3778.3","0.18"
"216:Map1","3778.3","3779.77","1.47"
"216:Reducer2","3779.77","3782.71","2.94"
"216:Reducer3","3782.71","3782.71","0.0"
"216:Reducer4","3782.72","3782.73","0.01"
"217:Map1","3782.73","3784.68","1.95"
"217:Map6","3782.73","3788.3","5.57"
"217:Map8","3782.73","3791.87","9.14"
"217:Reducer3","3791.87","3791.87","0.0"
"217:Reducer4","3791.88","3791.88","0.0"
"218:Map1","3791.89","3814.35","22.46"
"218:Reducer2","3814.35","3820.0","5.65"
"218:Reducer3","3820.0","3820.02","0.02"
"218:Reducer4","3820.02","3820.05","0.03"
"218:Reducer5","3820.05","3820.07","0.02"
"218:Reducer6","3820.07","3820.24","0.17"
"218:Reducer7","3820.24","3820.4","0.16"
"219:Reducer2","3820.4","3824.89","4.49"
"219:Reducer3","3824.89","3827.14","2.25"
"219:Reducer4","3827.14","3829.0","1.86"
"219:Reducer5","3829.0","3829.01","0.01"
"220:Map11","3829.01","3835.6","6.59"
"220:Map18","3829.01","3842.94","13.93"
"220:Map1","3829.01","3848.64","19.63"
"220:Reducer12","3835.6","3835.63","0.03"
"220:Reducer13","3835.63","3835.7","0.07"
"220:Reducer19","3842.94","3842.96","0.02"
"220:Reducer20","3842.96","3842.99","0.03"
"220:Reducer2","3848.64","3853.55","4.91"
"220:Reducer3","3853.55","3853.66","0.11"
"220:Reducer5","3853.66","3853.67","0.01"
"220:Reducer6","3853.67","3853.68","0.01"
"221:Reducer2","3853.68","3861.96","8.28"
"221:Reducer3","3861.96","3865.96","4.0"
"221:Reducer4","3865.96","3868.77","2.81"
"221:Reducer5","3868.77","3868.78","0.01"
"222:Reducer12","3868.78","3869.19","0.41"
"222:Reducer2","3868.78","3870.39","1.61"
"222:Reducer7","3868.78","3871.58","2.8"
"222:Reducer8","3871.58","3876.58","5.0"
"222:Reducer3","3876.58","3878.11","1.53"
"222:Reducer4","3878.11","3878.16","0.05"
"223:Map1","3878.16","3902.32","24.16"
"223:Reducer2","3902.32","3934.73","32.41"
"223:Reducer3","3934.73","3940.34","5.61"
"223:Reducer4","3940.34","3940.51","0.17"
"224:Reducer2","3940.51","3944.22","3.71"
"224:Reducer3","3944.22","3946.53","2.31"
"224:Reducer4","3946.53","3949.04","2.51"
"224:Reducer5","3949.04","3949.05","0.01"
"225:Map1","3949.05","3950.58","1.53"
"225:Map5","3949.05","3952.23","3.18"
"225:Reducer6","3952.23","3954.7","2.47"
"225:Reducer2","3954.7","3955.52","0.82"
